min,max,count,mean,majority,median,std,sum,minority,range,year,month,type,index,biomass,lat,long
81.0,100.0,12,92.33333333333333,91.0,91.0,5.70574758954123,1108.0,81.0,19.0,tif,,al_c,57,125.4573593,24.42638,72.12769
64.0,99.0,12,89.75,99.0,92.0,9.557937364654922,1077.0,64.0,35.0,tif,,al_c,58,103.5982666,24.42638,72.20732
45.0,92.0,12,72.58333333333333,87.0,77.0,16.62557434262715,871.0,45.0,47.0,tif,,al_c,59,86.81983948,24.42638,72.28694
59.0,95.0,12,76.0,59.0,78.0,12.206555615733702,912.0,61.0,36.0,tif,,al_c,60,82.80084991,24.42638,72.36657
1.0,50.0,12,25.5,1.0,29.0,19.319679086361656,306.0,2.0,49.0,tif,,al_c,61,15.02862358,24.42638,72.44619
0.0,39.0,16,11.5625,0.0,6.5,12.124194560877024,185.0,1.0,39.0,tif,,al_c,62,11.84801197,24.42638,72.52582
0.0,77.0,12,43.666666666666664,0.0,46.5,24.43472028805641,524.0,0.0,77.0,tif,,al_c,63,27.44405746,24.42638,72.60544
2.0,84.0,12,46.5,37.0,43.5,23.96699118927252,558.0,2.0,82.0,tif,,al_c,64,10.78946877,24.42638,72.68507
2.0,66.0,12,16.5,27.0,10.5,17.298843892006193,198.0,2.0,64.0,tif,,al_c,65,7.666985989,24.42638,73.00357
2.0,66.0,12,28.666666666666668,27.0,27.0,15.89723945288056,344.0,2.0,64.0,tif,,al_c,66,8.807272911,24.42638,73.08319
2.0,33.0,12,14.666666666666666,4.0,13.0,10.282131210124788,176.0,2.0,31.0,tif,,al_c,67,0.482097477,24.42638,73.16282
0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tif,,al_c,68,0.015550368,24.34578,71.25181
0.0,43.0,9,14.777777777777779,0.0,1.0,18.23779822101937,133.0,1.0,43.0,tif,,al_c,69,5.716173172,24.34578,71.33144
12.0,94.0,9,70.77777777777777,93.0,79.0,25.934866183395226,637.0,12.0,82.0,tif,,al_c,70,107.6742859,24.34578,71.41106
54.0,99.0,9,86.33333333333333,91.0,91.0,12.892719737209145,777.0,54.0,45.0,tif,,al_c,71,138.6842041,24.34578,71.49069
81.0,96.0,9,89.88888888888889,92.0,92.0,5.086899174337598,809.0,81.0,15.0,tif,,al_c,72,141.0565948,24.34578,71.57031
77.0,96.0,12,87.58333333333333,86.0,88.0,5.544642058379924,1051.0,77.0,19.0,tif,,al_c,73,113.957489,24.34578,71.64994
89.0,97.0,9,92.11111111111111,92.0,92.0,2.5141574442188355,829.0,90.0,8.0,tif,,al_c,74,156.1511841,24.34578,71.72956
82.0,96.0,9,91.55555555555556,93.0,93.0,4.2192972324550055,824.0,82.0,14.0,tif,,al_c,75,194.9480438,24.34578,71.80919
84.0,98.0,9,92.22222222222223,92.0,92.0,4.661372658534007,830.0,84.0,14.0,tif,,al_c,76,130.4949036,24.34578,71.88882
72.0,100.0,9,90.11111111111111,98.0,95.0,9.6775162612963,811.0,72.0,28.0,tif,,al_c,77,113.7386398,24.34578,71.96844
81.0,100.0,12,95.16666666666667,94.0,96.0,4.705198071164368,1142.0,81.0,19.0,tif,,al_c,78,195.5219574,24.34578,72.04807
93.0,100.0,9,97.11111111111111,100.0,96.0,2.5141574442188355,874.0,93.0,7.0,tif,,al_c,79,196.9147797,24.34578,72.12769
33.0,100.0,9,72.22222222222223,33.0,89.0,25.459238784892467,650.0,33.0,67.0,tif,,al_c,80,125.0444336,24.34578,72.20732
40.0,79.0,9,64.33333333333333,79.0,69.0,15.427248620541512,579.0,40.0,39.0,tif,,al_c,81,40.5798645,24.34578,72.28694
11.0,87.0,9,54.666666666666664,11.0,59.0,24.184476196289406,492.0,11.0,76.0,tif,,al_c,82,56.74629593,24.34578,72.36657
3.0,84.0,9,46.888888888888886,18.0,45.0,29.24777083412396,422.0,3.0,81.0,tif,,al_c,83,26.85098839,24.34578,72.44619
9.0,91.0,12,54.916666666666664,9.0,63.0,22.485025881436936,659.0,9.0,82.0,tif,,al_c,84,94.62962341,24.34578,72.52582
0.0,71.0,9,16.666666666666668,6.0,7.0,21.270741511391755,150.0,0.0,71.0,tif,,al_c,85,46.91526413,24.34578,72.60544
1.0,19.0,9,6.888888888888889,2.0,3.0,6.118177732416091,62.0,1.0,18.0,tif,,al_c,86,6.853166103,24.34578,72.68507
6.0,57.0,9,35.111111111111114,6.0,37.0,15.365505700500023,316.0,6.0,51.0,tif,,al_c,87,20.91970634,24.34578,73.00357
19.0,69.0,9,48.111111111111114,19.0,51.0,16.161988632071548,433.0,19.0,50.0,tif,,al_c,88,54.29769897,24.34578,73.08319
13.0,71.0,9,43.333333333333336,13.0,41.0,17.72631440041111,390.0,13.0,58.0,tif,,al_c,89,10.19478226,24.34578,73.16282
1.0,41.0,9,17.444444444444443,1.0,11.0,15.621289682930303,157.0,10.0,40.0,tif,,al_c,90,0.135203227,24.34578,73.24244
0.0,20.0,12,2.3333333333333335,0.0,0.0,5.527707983925667,28.0,20.0,20.0,tif,,al_c,91,0.626044393,24.26518,71.25181
39.0,99.0,9,75.77777777777777,39.0,83.0,19.013315671904945,682.0,39.0,60.0,tif,,al_c,92,46.32011795,24.26518,71.33144
78.0,98.0,9,91.22222222222223,94.0,93.0,5.6916659888291985,821.0,78.0,20.0,tif,,al_c,93,152.3161774,24.26518,71.41106
79.0,99.0,9,89.55555555555556,84.0,92.0,6.816827400079096,806.0,79.0,20.0,tif,,al_c,94,139.0729065,24.26518,71.49069
79.0,97.0,9,85.33333333333333,81.0,81.0,6.0,768.0,79.0,18.0,tif,,al_c,95,105.926712,24.26518,71.57031
82.0,95.0,12,88.83333333333333,88.0,88.0,4.0380138131952386,1066.0,82.0,13.0,tif,,al_c,96,145.2462921,24.26518,71.64994
79.0,98.0,9,91.88888888888889,90.0,92.0,5.279824164674099,827.0,79.0,19.0,tif,,al_c,97,183.8696899,24.26518,71.72956
86.0,97.0,9,93.11111111111111,93.0,93.0,3.1071403231354586,838.0,86.0,11.0,tif,,al_c,98,144.9039764,24.26518,71.80919
87.0,96.0,9,92.44444444444444,94.0,93.0,2.629368792488718,832.0,87.0,9.0,tif,,al_c,99,136.7478638,24.26518,71.88882
91.0,99.0,9,95.22222222222223,94.0,94.0,2.779999111821512,857.0,91.0,8.0,tif,,al_c,100,116.9093552,24.26518,71.96844
94.0,100.0,12,97.75,99.0,98.0,1.7380544678845176,1173.0,94.0,6.0,tif,,al_c,101,180.9903107,24.26518,72.04807
56.0,99.0,9,80.55555555555556,98.0,81.0,15.993825969285849,725.0,56.0,43.0,tif,,al_c,102,167.2925262,24.26518,72.12769
28.0,97.0,9,77.11111111111111,28.0,86.0,21.189328784107055,694.0,28.0,69.0,tif,,al_c,103,129.1743469,24.26518,72.20732
77.0,99.0,9,92.77777777777777,95.0,95.0,7.223076872508892,835.0,77.0,22.0,tif,,al_c,104,130.3553925,24.26518,72.28694
86.0,98.0,9,92.0,95.0,91.0,3.7416573867739413,828.0,86.0,12.0,tif,,al_c,105,157.3833618,24.26518,72.36657
60.0,92.0,9,82.55555555555556,88.0,85.0,8.970459063084181,743.0,60.0,32.0,tif,,al_c,106,122.8026886,24.26518,72.44619
11.0,92.0,12,48.25,11.0,44.5,23.594225988576103,579.0,11.0,81.0,tif,,al_c,107,82.78088379,24.26518,72.52582
10.0,43.0,9,29.666666666666668,10.0,29.0,10.219806477837261,267.0,10.0,33.0,tif,,al_c,108,7.137349129,24.26518,72.60544
4.0,43.0,9,25.333333333333332,28.0,28.0,11.633285577743433,228.0,4.0,39.0,tif,,al_c,109,4.934292316,24.26518,72.68507
6.0,60.0,9,21.444444444444443,6.0,12.0,17.391639824998364,193.0,6.0,54.0,tif,,al_c,110,3.229728699,24.26518,72.76469
0.0,37.0,9,10.777777777777779,0.0,7.0,10.829771494232181,97.0,0.0,37.0,tif,,al_c,111,15.79227734,24.26518,72.84432
4.0,60.0,12,21.75,5.0,17.0,17.39312603683804,261.0,4.0,56.0,tif,,al_c,112,6.577589035,24.26518,72.92394
19.0,83.0,9,50.44444444444444,19.0,46.0,19.978383379771643,454.0,19.0,64.0,tif,,al_c,113,23.77198601,24.26518,73.00357
27.0,64.0,9,39.0,38.0,36.0,12.935738607954837,351.0,27.0,37.0,tif,,al_c,114,19.56223297,24.26518,73.08319
4.0,48.0,9,19.555555555555557,4.0,15.0,15.812169090862415,176.0,11.0,44.0,tif,,al_c,115,1.504247665,24.26518,73.16282
0.0,29.0,9,11.333333333333334,0.0,9.0,8.563488385776752,102.0,0.0,29.0,tif,,al_c,116,0.027363665,24.26518,73.24244
0.0,35.0,12,3.3333333333333335,0.0,0.0,9.577171932372428,40.0,1.0,35.0,tif,,al_c,117,0.349466383,24.18458,71.25181
0.0,69.0,9,32.888888888888886,0.0,42.0,24.54222866111228,296.0,0.0,69.0,tif,,al_c,118,35.21870804,24.18458,71.33144
64.0,95.0,9,85.77777777777777,84.0,88.0,8.816370855501054,772.0,64.0,31.0,tif,,al_c,119,113.196434,24.18458,71.41106
83.0,95.0,9,89.22222222222223,83.0,89.0,4.516089207311461,803.0,85.0,12.0,tif,,al_c,120,89.16621399,24.18458,71.49069
83.0,96.0,9,89.66666666666667,83.0,90.0,4.2946995755750415,807.0,83.0,13.0,tif,,al_c,121,108.809494,24.18458,71.57031
81.0,96.0,12,88.25,86.0,87.5,4.205650960315181,1059.0,81.0,15.0,tif,,al_c,122,171.5373688,24.18458,71.64994
86.0,96.0,9,90.88888888888889,86.0,91.0,3.510126444206959,818.0,88.0,10.0,tif,,al_c,123,183.2661438,24.18458,71.72956
83.0,96.0,9,91.33333333333333,92.0,92.0,4.163331998932265,822.0,83.0,13.0,tif,,al_c,124,170.8679352,24.18458,71.80919
90.0,99.0,9,94.11111111111111,92.0,94.0,2.6434171674156266,847.0,90.0,9.0,tif,,al_c,125,141.1546783,24.18458,71.88882
87.0,100.0,9,94.88888888888889,96.0,96.0,4.254264382017033,854.0,87.0,13.0,tif,,al_c,126,131.0609283,24.18458,71.96844
16.0,96.0,12,77.66666666666667,94.0,87.5,23.527761380028394,932.0,16.0,80.0,tif,,al_c,127,138.5220795,24.18458,72.04807
51.0,99.0,9,84.88888888888889,99.0,95.0,16.57604995464135,764.0,51.0,48.0,tif,,al_c,128,136.6256561,24.18458,72.12769
67.0,98.0,9,89.66666666666667,67.0,92.0,8.819171036881968,807.0,67.0,31.0,tif,,al_c,129,168.8720398,24.18458,72.20732
62.0,96.0,9,86.11111111111111,89.0,89.0,10.33273594450015,775.0,62.0,34.0,tif,,al_c,130,141.5595703,24.18458,72.28694
73.0,93.0,9,85.44444444444444,84.0,84.0,5.871042139387959,769.0,73.0,20.0,tif,,al_c,131,115.7618637,24.18458,72.36657
23.0,86.0,9,60.888888888888886,23.0,73.0,21.558419053788832,548.0,23.0,63.0,tif,,al_c,132,123.6251831,24.18458,72.44619
53.0,93.0,12,83.41666666666667,86.0,86.5,10.641572043432095,1001.0,53.0,40.0,tif,,al_c,133,126.1059418,24.18458,72.52582
0.0,82.0,9,32.0,0.0,30.0,26.39023388385265,288.0,0.0,82.0,tif,,al_c,134,42.13396835,24.18458,72.60544
1.0,88.0,9,42.55555555555556,81.0,30.0,32.47259053113055,383.0,1.0,87.0,tif,,al_c,135,39.59317398,24.18458,72.68507
11.0,82.0,9,42.0,11.0,41.0,23.137271518771037,378.0,11.0,71.0,tif,,al_c,136,12.1801033,24.18458,72.76469
1.0,55.0,9,23.666666666666668,22.0,22.0,16.261747890200624,213.0,1.0,54.0,tif,,al_c,137,12.35194397,24.18458,72.84432
26.0,63.0,12,40.75,26.0,40.0,10.902025805632029,489.0,28.0,37.0,tif,,al_c,138,21.07473183,24.18458,72.92394
39.0,77.0,9,56.333333333333336,39.0,54.0,10.728984626287387,507.0,39.0,38.0,tif,,al_c,139,48.78304672,24.18458,73.00357
6.0,54.0,9,27.333333333333332,6.0,23.0,16.110727964792762,246.0,6.0,48.0,tif,,al_c,140,10.64581394,24.18458,73.08319
1.0,47.0,9,15.333333333333334,1.0,11.0,14.727148022916346,138.0,10.0,46.0,tif,,al_c,141,1.382446408,24.18458,73.16282
0.0,25.0,12,2.0833333333333335,0.0,0.0,6.909634979907084,25.0,25.0,25.0,tif,,al_c,142,0.149366528,24.10398,71.25181
0.0,69.0,9,38.0,0.0,35.0,25.161699289020824,342.0,0.0,69.0,tif,,al_c,143,36.00440216,24.10398,71.33144
58.0,96.0,9,71.88888888888889,76.0,72.0,11.53202732918144,647.0,58.0,38.0,tif,,al_c,144,98.1884613,24.10398,71.41106
28.0,97.0,9,79.11111111111111,89.0,87.0,20.09667990514544,712.0,28.0,69.0,tif,,al_c,145,106.1767654,24.10398,71.49069
83.0,98.0,9,90.66666666666667,83.0,91.0,4.853406592853679,816.0,83.0,15.0,tif,,al_c,146,129.9741364,24.10398,71.57031
82.0,96.0,12,89.75,87.0,90.0,4.621056877670591,1077.0,82.0,14.0,tif,,al_c,147,156.9267731,24.10398,71.64994
68.0,94.0,9,86.77777777777777,91.0,89.0,7.5096645549848,781.0,68.0,26.0,tif,,al_c,148,145.0750732,24.10398,71.72956
72.0,95.0,9,88.0,72.0,90.0,6.582805886043833,792.0,72.0,23.0,tif,,al_c,149,134.1369324,24.10398,71.80919
89.0,98.0,9,94.22222222222223,92.0,95.0,3.1190375216929334,848.0,89.0,9.0,tif,,al_c,150,127.6153336,24.10398,71.88882
76.0,96.0,9,90.88888888888889,93.0,93.0,6.081747637068449,818.0,76.0,20.0,tif,,al_c,151,121.4202271,24.10398,71.96844
6.0,99.0,12,70.08333333333333,99.0,72.0,25.76321128189488,841.0,6.0,93.0,tif,,al_c,152,138.2086182,24.10398,72.04807
89.0,96.0,9,94.0,96.0,94.0,2.1081851067789197,846.0,89.0,7.0,tif,,al_c,153,155.6689911,24.10398,72.12769
89.0,99.0,9,93.22222222222223,89.0,93.0,3.488959659579463,839.0,94.0,10.0,tif,,al_c,154,143.8796997,24.10398,72.20732
79.0,98.0,9,89.0,94.0,90.0,6.2182527020592095,801.0,79.0,19.0,tif,,al_c,155,170.126709,24.10398,72.28694
69.0,93.0,9,85.0,89.0,89.0,8.640987597877148,765.0,69.0,24.0,tif,,al_c,156,91.89781189,24.10398,72.36657
74.0,86.0,9,79.44444444444444,76.0,78.0,4.058218303944372,715.0,74.0,12.0,tif,,al_c,157,105.3115234,24.10398,72.44619
73.0,95.0,12,87.5,86.0,87.5,5.469613027140647,1050.0,73.0,22.0,tif,,al_c,158,158.7888031,24.10398,72.52582
62.0,94.0,9,79.55555555555556,62.0,77.0,10.296829189513861,716.0,62.0,32.0,tif,,al_c,159,126.2895279,24.10398,72.60544
9.0,85.0,9,54.44444444444444,56.0,56.0,23.76791072532278,490.0,9.0,76.0,tif,,al_c,160,55.85652542,24.10398,72.68507
2.0,68.0,9,30.444444444444443,2.0,22.0,22.64268884264171,274.0,2.0,66.0,tif,,al_c,161,9.252446175,24.10398,72.76469
6.0,69.0,9,36.666666666666664,6.0,35.0,22.19609575278199,330.0,6.0,63.0,tif,,al_c,162,12.96606541,24.10398,72.84432
13.0,68.0,12,45.083333333333336,42.0,45.0,15.697443174677277,541.0,13.0,55.0,tif,,al_c,163,64.16640472,24.10398,72.92394
45.0,86.0,9,66.11111111111111,45.0,64.0,13.03366959876905,595.0,45.0,41.0,tif,,al_c,164,222.7754669,24.10398,73.00357
19.0,67.0,9,41.77777777777778,19.0,37.0,15.654447559561524,376.0,19.0,48.0,tif,,al_c,165,88.99315643,24.10398,73.08319
6.0,37.0,9,17.88888888888889,18.0,18.0,9.35051328887522,161.0,6.0,31.0,tif,,al_c,166,45.3204689,24.10398,73.16282
2.0,20.0,9,10.222222222222221,4.0,11.0,6.178417233092374,92.0,2.0,18.0,tif,,al_c,167,0.182901353,24.10398,73.24244
0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tif,,al_c,168,0.29273501,24.02338,71.25181
0.0,79.0,12,30.0,0.0,27.5,24.23152216982389,360.0,0.0,79.0,tif,,al_c,169,14.67100716,24.02338,71.33144
31.0,97.0,12,65.25,61.0,61.0,19.468457394804894,783.0,31.0,66.0,tif,,al_c,170,71.1669693,24.02338,71.41106
22.0,98.0,12,76.66666666666667,22.0,80.5,18.869434425958705,920.0,22.0,76.0,tif,,al_c,171,100.866188,24.02338,71.49069
55.0,93.0,12,76.58333333333333,87.0,79.0,12.658714609136092,919.0,55.0,38.0,tif,,al_c,172,108.519989,24.02338,71.57031
55.0,96.0,16,83.3125,77.0,83.5,9.872428462642816,1333.0,55.0,41.0,tif,,al_c,173,182.9430084,24.02338,71.64994
77.0,97.0,12,88.75,85.0,89.5,5.133630943753813,1065.0,77.0,20.0,tif,,al_c,174,135.4997101,24.02338,71.72956
77.0,97.0,12,89.66666666666667,94.0,90.5,5.835713800003865,1076.0,77.0,20.0,tif,,al_c,175,131.3334961,24.02338,71.80919
37.0,97.0,12,85.33333333333333,89.0,89.0,15.64892612574067,1024.0,37.0,60.0,tif,,al_c,176,142.3753815,24.02338,71.88882
25.0,97.0,12,74.75,96.0,77.5,21.745210200562944,897.0,25.0,72.0,tif,,al_c,177,128.5349579,24.02338,71.96844
53.0,99.0,16,86.625,85.0,90.0,11.725373128391267,1386.0,53.0,46.0,tif,,al_c,178,175.7979279,24.02338,72.04807
71.0,99.0,12,87.75,88.0,88.5,7.212546938033286,1053.0,71.0,28.0,tif,,al_c,179,158.5068817,24.02338,72.12769
70.0,97.0,12,87.25,91.0,90.5,8.206958429690422,1047.0,70.0,27.0,tif,,al_c,180,162.2866821,24.02338,72.20732
72.0,96.0,12,82.5,79.0,81.5,6.751543033509698,990.0,72.0,24.0,tif,,al_c,181,122.1563416,24.02338,72.28694
55.0,85.0,12,72.58333333333333,76.0,75.5,7.499537022747175,871.0,55.0,30.0,tif,,al_c,182,100.2534485,24.02338,72.36657
57.0,92.0,12,79.66666666666667,82.0,82.0,8.910044269749108,956.0,57.0,35.0,tif,,al_c,183,138.040802,24.02338,72.44619
67.0,94.0,16,82.8125,84.0,84.0,7.747731522839444,1325.0,67.0,27.0,tif,,al_c,184,103.1646423,24.02338,72.52582
50.0,93.0,12,76.5,50.0,83.0,15.483862567202022,918.0,56.0,43.0,tif,,al_c,185,105.9392624,24.02338,72.60544
16.0,96.0,12,69.33333333333333,92.0,75.5,27.0041149127725,832.0,16.0,80.0,tif,,al_c,186,81.05997467,24.02338,72.68507
24.0,80.0,12,58.083333333333336,72.0,59.5,16.899005559170895,697.0,24.0,56.0,tif,,al_c,187,51.33435059,24.02338,72.76469
3.0,83.0,12,24.25,8.0,21.0,21.142867197552306,291.0,3.0,80.0,tif,,al_c,188,11.97006607,24.02338,72.84432
1.0,97.0,16,58.1875,95.0,63.0,30.828596201416634,931.0,1.0,96.0,tif,,al_c,189,81.55654907,24.02338,72.92394
39.0,97.0,12,78.83333333333333,90.0,82.5,15.317927042811274,946.0,39.0,58.0,tif,,al_c,190,247.2981262,24.02338,73.00357
55.0,86.0,12,75.66666666666667,86.0,80.0,10.168032695113094,908.0,55.0,31.0,tif,,al_c,191,212.3317413,24.02338,73.08319
9.0,78.0,12,51.666666666666664,9.0,57.5,23.98726513983803,620.0,9.0,69.0,tif,,al_c,192,67.51837921,24.02338,73.16282
2.0,81.0,12,31.166666666666668,2.0,31.0,22.131551133066917,374.0,2.0,79.0,tif,,al_c,193,26.28730583,24.02338,73.24244
0.0,76.0,12,20.416666666666668,9.0,9.0,23.848334439863,245.0,0.0,76.0,tif,,al_c,194,2.523113728,24.02338,73.32207
